Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Patrick van Aanholt\Patrick-van-Aanholt,nl NED,DF,Crystal Palace,28,1990,21.0,935,1186,78.8,16677,7152,9,39,23.1,769,884,87.0,157,263,59.7,0,1.8,-1.8,24,67,20,4,159,Matches
2,Max Aarons\Max-Aarons,eng ENG,DF,Norwich City,19,2000,27.0,1005,1277,78.7,15343,5307,24,72,33.3,876,1002,87.4,105,203,51.7,1,3.5,-2.5,20,36,26,11,104,Matches
3,Tammy Abraham\Tammy-Abraham,eng ENG,FW,Chelsea,21,1997,21.6,250,357,70.0,3678,756,23,48,47.9,193,263,73.4,34,46,73.9,3,2.3,+0.7,17,16,5,0,32,Matches
4,Che Adams\Che-Adams,eng ENG,FW,Southampton,23,1996,8.1,118,171,69.0,1837,403,8,18,44.4,97,126,77.0,13,27,48.1,2,0.9,+1.1,8,9,1,0,12,Matches
5,Adrián\Adrian,es ESP,GK,Liverpool,32,1987,9.7,227,314,72.3,6824,3820,2,4,50.0,107,108,99.1,118,202,58.4,0,0.0,0.0,0,3,0,0,0,Matches
6,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,31,1988,15.6,271,350,77.4,3585,722,15,34,44.1,239,294,81.3,17,22,77.3,3,2.5,+0.5,16,11,20,0,33,Matches
7,Albian Ajeti\Albian-Ajeti,ch SUI,MFFW,West Ham,22,1997,1.4,15,18,83.3,152,8,1,1,100.0,14,17,82.4,0,0,,0,0.1,-0.1,2,0,0,0,0,Matches
8,Nathan Aké\Nathan-Ake,nl NED,DF,Bournemouth,24,1995,22.4,853,964,88.5,17538,5869,6,15,40.0,602,651,92.5,245,298,82.2,1,0.6,+0.4,4,51,8,0,51,Matches
9,Marc Albrighton\Marc-Albrighton,eng ENG,MF,Leicester City,29,1989,5.3,204,297,68.7,3686,1396,4,20,20.0,159,196,81.1,41,81,50.6,3,1.2,+1.8,10,18,13,5,38,Matches
10,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,30,1989,26.9,1363,1637,83.3,32454,8561,9,22,40.9,851,908,93.7,503,707,71.1,2,0.9,+1.1,11,120,17,1,80,Matches
11,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,28.3,1803,2539,71.0,39163,15731,28,106,26.4,1258,1475,85.3,517,958,54.0,12,8.6,+3.4,73,156,68,22,364,Matches
12,Alisson\Alisson,br BRA,GK,Liverpool,26,1992,19.3,554,651,85.1,15791,8883,1,1,100.0,281,283,99.3,272,367,74.1,1,0.4,+0.6,1,6,1,0,0,Matches
13,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,23,1996,19.6,584,752,77.7,9683,2237,14,51,27.5,465,547,85.0,105,154,68.2,4,2.2,+1.8,21,40,21,0,61,Matches
14,Miguel Almirón\Miguel-Almiron,py PAR,FWMF,Newcastle Utd,25,1994,26.4,488,655,74.5,7738,1950,15,45,33.3,404,486,83.1,69,124,55.6,1,0.8,+0.2,15,28,17,2,51,Matches
15,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,28,1990,9.5,572,694,82.4,9911,3034,8,25,32.0,478,536,89.2,86,133,64.7,2,1.4,+0.6,16,28,14,7,64,Matches
16,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,20,1998,13.1,564,664,84.9,8969,2604,11,28,39.3,492,553,89.0,61,83,73.5,0,0.7,-0.7,13,33,16,2,64,Matches
17,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,DFMF,Norwich City,26,1993,8.4,310,361,85.9,6360,1790,2,6,33.3,219,244,89.8,89,111,80.2,0,0.1,-0.1,1,14,1,0,11,Matches
18,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,26,1993,15.7,692,893,77.5,11399,3359,20,58,34.5,570,690,82.6,102,145,70.3,4,2.9,+1.1,25,44,33,6,91,Matches
19,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,26,1993,0.8,8,12,66.7,77,21,0,1,0.0,8,11,72.7,0,0,,0,0.0,0.0,1,0,0,0,1,Matches
20,Angeliño\Angelino,es ESP,DF,Manchester City,22,1997,4.7,335,426,78.6,6057,1706,4,14,28.6,266,304,87.5,65,108,60.2,0,1.2,-1.2,9,33,14,7,47,Matches
21,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,17,2001,0.2,7,7,100.0,121,14,0,0,,6,6,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
22,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,29,1990,11.4,180,290,62.1,2982,772,2,23,8.7,149,201,74.1,29,66,43.9,2,1.8,+0.2,12,12,9,7,28,Matches
23,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,27,1992,12.7,301,402,74.9,4661,1604,12,34,35.3,250,310,80.6,39,58,67.2,0,0.9,-0.9,10,19,13,2,41,Matches
24,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,24,1994,25.0,652,821,79.4,17824,9354,0,0,,356,360,98.9,296,461,64.2,0,0.0,0.0,0,1,0,0,0,Matches
25,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,27,1992,8.1,160,204,78.4,2514,533,6,14,42.9,131,149,87.9,23,41,56.1,3,1.0,+2.0,13,2,11,4,21,Matches
26,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,30,1989,25.6,468,674,69.4,7231,1951,8,46,17.4,409,531,77.0,51,97,52.6,1,2.0,-1.0,18,21,37,13,71,Matches
27,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,26,1992,21.3,907,1179,76.9,14940,5396,12,53,22.6,776,903,85.9,119,223,53.4,4,2.4,+1.6,24,44,32,15,120,Matches
28,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,27,1991,26.6,502,627,80.1,7192,1433,26,51,51.0,414,483,85.7,62,93,66.7,1,1.6,-0.6,19,33,17,0,36,Matches
29,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,29,1989,26.9,1633,2056,79.4,28485,11103,29,88,33.0,1363,1568,86.9,241,400,60.3,3,4.6,-1.6,30,102,37,18,206,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,25,1994,1.1,30,36,83.3,598,263,0,1,0.0,22,26,84.6,8,9,88.9,0,0.0,0.0,0,1,0,0,3,Matches
31,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,34,1984,3.7,137,175,78.3,2452,950,0,6,0.0,111,120,92.5,26,49,53.1,0,0.7,-0.7,4,6,7,5,29,Matches
32,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,27,1991,12.0,337,451,74.7,7640,2708,2,7,28.6,203,240,84.6,132,204,64.7,0,0.0,0.0,0,23,2,0,27,Matches
33,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,26,1993,28.0,854,1144,74.7,12800,4683,29,86,33.7,734,835,87.9,91,223,40.8,3,1.8,+1.2,17,44,30,20,120,Matches
34,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,34,1985,14.0,357,550,64.9,6771,3362,7,29,24.1,276,345,80.0,74,176,42.0,1,0.3,+0.7,2,43,7,2,79,Matches
35,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,25,1993,7.5,346,397,87.2,6674,1358,6,13,46.2,259,293,88.4,81,91,89.0,3,2.2,+0.8,20,31,16,1,42,Matches
